"Timestamp","If you would like to continue , please confirm the agreement and check the box below. [I hereby agree to provide honest, precise and complete information to the survey.]","Gender ","Completed age","Your current address (district only)"," Education ","Your occupation.","How long have you been using mobile payment service of the Company?","Do you agree or disagree with the following statements. [Generally I've a positive view in technology.]","Do you agree or disagree with the following statements. [I'm a technology friendly.]","Do you agree or disagree with the following statements. [When using technology, I often feel overwhelmed.]","Do you agree or disagree with the following statements. [I don't trust technology]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Mobile payment services are Easy to use.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Requires fewer step to accomplish the transaction.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Easy and quick recovery from mistake.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Ease to integrate with bank accounts.]","Please check the box based on your experience on ease of using the mobile payment service of the company. [Ease of personal details verification.]","Please check the box based on your experience on value investment in mobile payment service of the company. [Cost of using Mobile Payment services is reasonable.]","Please check the box based on your experience on value investment in mobile payment service of the company. [Feeling superiority of using services.]","Please check the box based on your experience on value investment in mobile payment service of the company. [The use of Mobile payment service is a good deal.]","Please check the box on your experience on customer support part. [Customer support in resolving your issues is good.]","Please check the box on your experience on customer support part. [Customer support team answer your inquiry promptly.]","Please check the box on your experience on customer support part. [Customer service agents are polite.]","Please check the box on your experience on customer support part. [Customer service opening hour is convenient.]","Please check the box on your experience on customer support part. [Customer service agents are friendly]","Please check the box on your experience on security part. [Wallet payment is fully secure.]","Please check the box on your experience on security part. [Confidence on transaction is high and identical to the cash transaction.]","Please check the box on your experience on security part. [Statement provided by the company is thorough and accurate.]","Please check the box on your experience on security part. [Mobile payment service is fully reliable.]","Please check the box based on your experience towards firm innovation. [F1 Soft is a dynamic company.]","Please check the box based on your experience towards firm innovation. [F1 Soft is a creative company.]","Please check the box based on your experience towards firm innovation. [F1 Soft is an innovative company.]","Please check the box based on your experience towards the speed. [Fund transfer time is very quick.]","Please check the box based on your experience towards the speed. [Initial log in period is much quicker.]","Please check the box based on your experience towards the speed. [Fund loading from the bank takes very low time. ]","How likely are you to  [Use mobile payment service with us again.]","How likely are you to  [Recommend our payment service to others.]","How likely are you to  [Recommend our company to others.]","How likely are you to  [Favour in the future.]","After the use of mobile payment services of F1 Soft  [I learned a lot from using mobile payment service of the F1 Soft.]","After the use of mobile payment services of F1 Soft  [Makes me feel good]","After the use of mobile payment services of F1 Soft  [Makes me feel enthusiastic.]","After the use of mobile payment services of F1 Soft  [I consider myself as a member of users of F1 Soft service.]","Use of mobile payment service of F1 Soft is fully satisfying.","On a scale of 1 to 100 please rate your overall level of satisfaction on using mobile payment service of the company."
"2022/05/03 6:25:14 PM GMT+5:45","agree","male","20","Kathmandu","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Likely","Somewhat likely","Likely","Likely","Agree","Agree","Agree","Neutral","Yes","80"
"2022/05/03 7:16:01 PM GMT+5:45","agree","male","20","Kathmandu","Bachelor","Student","2 years more","Somewhat agree","Strongly agree","Neutral","Somewhat disagree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Agree","Neutral","Agree","Disagree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Likely","Very likely","Very likely","Very likely","Neutral","Neutral","Neutral","Neutral","Yes","85"
"2022/05/03 8:05:44 PM GMT+5:45","agree","Female","19","Siraha","Bachelor","Student","7 months to 12 months","Neutral","Somewhat disagree","Strongly disagree","Neutral","Disagree","Disagree","Strongly Disagree","Neutral","Disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Neutral","Somewhat likely","Unlikely","Unlikely","Somewhat likely","Disagree","Neutral","Disagree","Neutral","No","45"
"2022/05/03 8:26:06 PM GMT+5:45","agree","male","20","Kathmandu","Bachelor","Student","7 months to 12 months","Neutral","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Strongly Agree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat likely","Likely","Likely","Likely","Neutral","Neutral","Neutral","Neutral","No","60"
"2022/05/03 8:36:10 PM GMT+5:45","agree","Female","20","Lalitpur","Bachelor","Student","3 months to 6 months","Somewhat agree","Somewhat agree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Disagree","Neutral","Strongly Agree","Disagree","Neutral","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Likely","Somewhat likely","Likely","Likely","","","","","Yes","85"
"2022/05/03 9:09:24 PM GMT+5:45","agree","male","22","Lalitpur","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Somewhat agree","Neutral","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Very likely","Very likely","Very likely","Very likely","Agree","Agree","Neutral","Neutral","Yes","80"
"2022/05/03 9:39:43 PM GMT+5:45","agree","Female","18","Kathmandu","Bachelor","Student","3 months to 6 months","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Disagree","Likely","Likely","Likely","Likely","Agree","Agree","Agree","Agree","Yes","90"
"2022/05/03 11:25:26 PM GMT+5:45","agree","male","22","Kathmandu","Bachelor","Student","2 years more","Somewhat disagree","Neutral","Strongly disagree","Strongly disagree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neutral","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Very likely","Likely","Likely","Somewhat likely","Neutral","Neutral","Neutral","Disagree","Yes","90"
"2022/05/04 7:45:01 AM GMT+5:45","agree","male","25","Kathmandu","Masters and above","Service","7 months to 12 months","Strongly agree","Strongly agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Disagree","Disagree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Likely","Likely","Likely","Likely","Neutral","Agree","Neutral","Agree","Yes","79"
"2022/05/04 8:01:56 AM GMT+5:45","agree","male","20","Kathmandu","Bachelor","Student","3 months to 6 months","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Likely","Likely","Likely","Likely","Agree","Strongly Agree","Agree","Agree","Yes","90"
"2022/05/04 1:47:44 PM GMT+5:45","agree","male","19","Kathmandu","Bachelor","Student","2 years more","Strongly agree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly Agree","Agree","Disagree","Strongly Agree","Disagree","Disagree","Agree","Strongly Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Disagree","Agree","Agree","Agree","Neutral","Disagree","Agree","Agree","Strongly Agree","Disagree","Very likely","Likely","Likely","Likely","","","","","Yes","70"
"2022/05/04 2:28:17 PM GMT+5:45","agree","Female","20","Lalitpur","Bachelor","Student","13 months to 2 years","Neutral","Somewhat disagree","Strongly disagree","Somewhat agree","Agree","Strongly Agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Agree","Disagree","Agree","Agree","Agree","Agree","Neutral","Strongly Agree","Very likely","Likely","Likely","Likely","Agree","Neutral","Neutral","Agree","Yes","85"
"2022/05/04 4:10:21 PM GMT+5:45","agree","Female","24","Kathmandu","Bachelor","Student","Less than 3 months","Neutral","Somewhat disagree","Somewhat agree","Strongly disagree","Agree","Agree","Disagree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Strongly Agree","Neutral","Agree","Agree","Disagree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Neutral","Disagree","Likely","Likely","Very likely","Likely","Agree","Agree","Strongly Agree","Disagree","Yes","89"
"2022/05/04 4:26:09 PM GMT+5:45","agree","male","21","Lalitpur","Plus 2 / Intermediate","Student","13 months to 2 years","Strongly agree","Strongly agree","Neutral","Somewhat disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Very likely","Very likely","Very likely","Very likely","Agree","Agree","Agree","Agree","Yes","92"
"2022/05/04 4:33:05 PM GMT+5:45","agree","Female","21","Kathmandu","Bachelor","Student","7 months to 12 months","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat disagree","Agree","Neutral","Neutral","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Likely","Somewhat likely","Somewhat likely","Likely","Neutral","Agree","Neutral","Neutral","Yes","70"
"2022/05/04 6:47:03 PM GMT+5:45","agree","male","25","Kathmandu","Bachelor","Service","3 months to 6 months","Neutral","Neutral","Neutral","Strongly disagree","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Disagree","Agree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Likely","Likely","Likely","Likely","Neutral","Neutral","Neutral","Neutral","Yes","50"
"2022/05/04 6:49:36 PM GMT+5:45","agree","male","22","Bara","Bachelor","Student","2 years more","Neutral","Strongly agree","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Likely","Unlikely","Very unlikely","Very likely","Agree","Strongly Agree","Agree","Neutral","Yes","50"
"2022/05/04 7:16:04 PM GMT+5:45","agree","male","21","Kathmandu","Bachelor","Student","7 months to 12 months","Somewhat agree","Somewhat agree","Neutral","Somewhat disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Neutral","Neutral","Neutral","Neutral","No","65"
"2022/05/04 7:34:42 PM GMT+5:45","agree","male","40","Bhaktapur","Masters and above","Service","2 years more","Neutral","Strongly disagree","Somewhat disagree","Somewhat disagree","Strongly Agree","Agree","Disagree","Neutral","Disagree","Agree","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Agree","Neutral","Somewhat likely","Somewhat likely","Unlikely","Somewhat likely","Agree","Agree","Neutral","Disagree","Yes","70"
"2022/05/04 8:12:07 PM GMT+5:45","agree","Female","24","Lalitpur","Bachelor","Industry","2 years more","Strongly agree","Somewhat agree","Strongly agree","Somewhat disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Very likely","Very likely","Very likely","Very likely","Agree","Agree","Agree","Strongly Agree","Yes","100"
"2022/05/05 12:27:39 PM GMT+5:45","agree","male","45","Kathmandu","Masters and above","Service","13 months to 2 years","Somewhat agree","Neutral","Somewhat agree","Strongly disagree","Agree","Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat likely","Likely","Somewhat likely","Somewhat likely","Neutral","Neutral","Neutral","Neutral","Yes","60"
"2022/05/05 2:51:37 PM GMT+5:45","agree","Female","20","Kathmandu","Bachelor","Student","13 months to 2 years","Strongly agree","Strongly agree","Strongly agree","Neutral","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Disagree","Neutral","Disagree","Agree","Neutral","Agree","Strongly Agree","Agree","Neutral","Very likely","Likely","Likely","Likely","Strongly Agree","Strongly Agree","Neutral","Agree","Yes","80"
"2022/05/05 4:55:39 PM GMT+5:45","agree","male","39","Lalitpur","Masters and above","Service","2 years more","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly Agree","Agree","Strongly Disagree","Agree","Agree","Neutral","Neutral","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Agree","Agree","Disagree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Likely","Somewhat likely","Somewhat likely","Likely","Disagree","Agree","Agree","Agree","Yes","90"
"2022/05/05 5:31:20 PM GMT+5:45","agree","Female","22","Dolakha","Bachelor","Student","3 months to 6 months","Strongly agree","Strongly agree","Somewhat agree","Neutral","Agree","Strongly Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Likely","Likely","Likely","Likely","Neutral","Agree","Neutral","Neutral","Yes","80"
"2022/05/05 6:50:42 PM GMT+5:45","agree","male","21","Bhaktapur","Bachelor","Student","13 months to 2 years","Strongly agree","Neutral","Neutral","Somewhat disagree","Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Neutral","Likely","Somewhat likely","Somewhat likely","Somewhat likely","Neutral","Neutral","Neutral","Neutral","Yes","70"
"2022/05/05 6:53:44 PM GMT+5:45","agree","male","22","Bhaktapur","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Strongly Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Agree","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Likely","Somewhat likely","Somewhat likely","Likely","Agree","Neutral","Neutral","Agree","Yes","80"
"2022/05/05 6:54:34 PM GMT+5:45","agree","male","22","Bhaktapur","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Somewhat agree","Somewhat disagree","Agree","Agree","Disagree","Strongly Agree","Agree","Neutral","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Neutral","Neutral","Disagree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Likely","Likely","Likely","Very likely","Agree","Agree","Agree","Strongly Agree","Yes","90"
"2022/05/05 6:57:01 PM GMT+5:45","agree","male","27","Dhanusa","Bachelor","Service","2 years more","Strongly agree","Strongly agree","Neutral","Somewhat disagree","Agree","Agree","Neutral","Agree","Agree","Strongly Disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Agree","Agree","Likely","Likely","Likely","Likely","Neutral","Neutral","Neutral","Neutral","Yes","99"
"2022/05/05 6:59:56 PM GMT+5:45","agree","Female","21","Lalitpur","Bachelor","Student","13 months to 2 years","Strongly agree","Strongly agree","Somewhat agree","Strongly disagree","Agree","Strongly Agree","Neutral","Agree","Agree","Agree","Neutral","Strongly Agree","Neutral","Agree","Neutral","Agree","Neutral","Neutral","Agree","Neutral","Neutral","Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Very likely","Very likely","Likely","Somewhat likely","Strongly Agree","Neutral","Agree","Agree","Yes","75"
"2022/05/05 7:12:43 PM GMT+5:45","agree","male","20","Bhaktapur","Bachelor","Student","Less than 3 months","Somewhat disagree","Neutral","Strongly disagree","Somewhat disagree","Agree","Neutral","Disagree","Agree","Strongly Agree","Disagree","Neutral","Agree","Agree","Disagree","Agree","Neutral","Strongly Agree","Strongly Disagree","Neutral","Disagree","Neutral","Neutral","Agree","Disagree","Neutral","Disagree","Neutral","Somewhat likely","Somewhat likely","Very likely","Likely","Neutral","Agree","Disagree","Agree","Yes","80"
"2022/05/05 7:25:31 PM GMT+5:45","agree","male","23","Bhaktapur","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Very likely","Very likely","Very likely","Very likely","Agree","Agree","Agree","Agree","Yes","90"
"2022/05/05 8:33:04 PM GMT+5:45","agree","male","21","Sindhupalchok","Bachelor","Student","2 years more","Strongly agree","Strongly agree","Somewhat agree","Neutral","Agree","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Neutral","Neutral","Agree","Agree","Agree","Agree","Neutral","Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Agree","Likely","Likely","Likely","Very likely","Neutral","Neutral","Neutral","Strongly disagree","Yes","70"
"2022/05/05 8:42:46 PM GMT+5:45","agree","male","23","Kathmandu","Bachelor","Student","13 months to 2 years","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Neutral","Agree","Strongly Disagree","Neutral","Neutral","Disagree","Agree","Agree","Disagree","Strongly Disagree","Neutral","Strongly Disagree","Disagree","Disagree","Neutral","Neutral","Disagree","Disagree","Strongly Agree","Strongly Agree","Neutral","Disagree","Neutral","Unlikely","Likely","Very likely","Likely","Disagree","Neutral","Agree","Strongly Agree","No","5"
"2022/05/05 8:51:20 PM GMT+5:45","agree","Female","21","Kathmandu","Bachelor","Student","2 years more","Strongly agree","Somewhat agree","Somewhat disagree","Strongly disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Neutral","Agree","Neutral","Agree","Agree","Neutral","Disagree","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Very likely","Very likely","Very likely","Very likely","Strongly Agree","Agree","Agree","Agree","No","60"
"2022/05/05 9:06:24 PM GMT+5:45","agree","male","20","Lalitpur","Bachelor","Student","3 months to 6 months","Strongly agree","Neutral","Strongly disagree","Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Agree","Agree","Disagree","Neutral","Disagree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Likely","Likely","Likely","Very likely","Agree","Neutral","Agree","Strongly Agree","Yes","75"
"2022/05/05 9:16:45 PM GMT+5:45","agree","male","21","Lalitpur","Plus 2 / Intermediate","Student","13 months to 2 years","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Agree","Neutral","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Neutral","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Neutral","Agree","Agree","Strongly Agree","Likely","Likely","Very likely","Likely","Agree","Agree","Agree","Strongly Agree","Yes","89"
"2022/05/05 9:17:21 PM GMT+5:45","agree","Female","31","Kathmandu","Bachelor","Service","2 years more","Somewhat disagree","Somewhat disagree","Neutral","Neutral","Agree","Neutral","Disagree","Neutral","Neutral","Disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Disagree","Neutral","Disagree","Neutral","No","60"
